DateTime, Active, Predicted next Active, Actual Next Active 
30/12/2008 13:00,[ 70.4672411],[ 80.57652777], [ 73.42752897]
30/12/2008 14:00,[ 73.42752897],[ 80.30949448], [ 102.80031053]
30/12/2008 15:00,[ 102.80031053],[ 108.38617475], [ 138.06048075]
30/12/2008 16:00,[ 138.06048075],[ 131.36716044], [ 170.66347179]
30/12/2008 17:00,[ 170.66347179],[ 149.06992752], [ 94.97700866]
30/12/2008 18:00,[ 94.97700866],[ 81.1064648], [ 97.0788573]
30/12/2008 19:00,[ 97.0788573],[ 101.9157399], [ 96.22484301]
30/12/2008 20:00,[ 96.22484301],[ 105.24353577], [ 43.95739862]
30/12/2008 21:00,[ 43.95739862],[ 49.25530939], [ 48.28278187]
30/12/2008 22:00,[ 48.28278187],[ 63.10318431], [ 32.25342043]
30/12/2008 23:00,[ 32.25342043],[ 47.69293131], [ 17.75951473]
31/12/2008 00:00,[ 17.75951473],[ 40.02047141], [ 16.63336636]
31/12/2008 01:00,[ 16.63336636],[ 44.78177211], [ 19.30824531]
31/12/2008 02:00,[ 19.30824531],[ 47.51673494], [ 17.52056773]
31/12/2008 03:00,[ 17.52056773],[ 41.69784256], [ 54.32946852]
31/12/2008 04:00,[ 54.32946852],[ 80.08735995], [ 29.50995484]
31/12/2008 05:00,[ 29.50995484],[ 43.45959564], [ 17.43428131]
31/12/2008 06:00,[ 17.43428131],[ 27.96283503], [ 71.91641042]
31/12/2008 07:00,[ 71.91641042],[ 91.27741563], [ 140.29507772]
31/12/2008 08:00,[ 140.29507772],[ 135.77561704], [ 105.95087101]
31/12/2008 09:00,[ 105.95087101],[ 98.57000142], [ 63.13732054]
31/12/2008 10:00,[ 63.13732054],[ 62.66958233], [ 56.18573274]
31/12/2008 11:00,[ 56.18573274],[ 64.81852965], [ 129.93849512]
31/12/2008 12:00,[ 129.93849512],[ 143.6411705], [ 119.41155217]
31/12/2008 13:00,[ 119.41155217],[ 116.00916558], [ 152.14507908]
31/12/2008 14:00,[ 152.14507908],[ 140.41026534], [ 109.95102084]
31/12/2008 15:00,[ 109.95102084],[ 100.89048901], [ 103.7273364]
31/12/2008 16:00,[ 103.7273364],[ 104.63134549], [ 103.1299689]
31/12/2008 17:00,[ 103.1299689],[ 108.86175924], [ 115.8450469]
31/12/2008 18:00,[ 115.8450469],[ 122.13883642], [ 209.27996241]
31/12/2008 19:00,[ 209.27996241],[ 178.31048192], [ 277.37543326]
31/12/2008 20:00,[ 277.37543326],[ 208.76354854], [ 134.42760132]
31/12/2008 21:00,[ 134.42760132],[ 104.98042783], [ 69.44950386]
31/12/2008 22:00,[ 69.44950386],[ 61.83105254], [ 38.19390842]
